order_id,customer_id,order_datetime,payment_method,channel,order_status
ORD00365,CUS0152,2025-12-12 07:50:45,Cash,Online,Completed
ORD00366,CUS0083,2025-03-16 04:04:11,Cash,Offline,Completed
ORD00367,CUS0071,2025-02-03 22:45:59,Credit Card,Offline,Completed
ORD00368,CUS0017,2025-06-09 05:18:36,E-Wallet,Offline,Completed
ORD00369,CUS0377,2025-08-17 22:01:08,Cash,Online,Completed
ORD00370,CUS0035,2025-08-04 22:57:56,Credit Card,Online,Completed
ORD00371,CUS0390,2025-01-11 03:01:15,E-Wallet,Online,Completed
ORD00372,CUS0270,2025-09-15 13:22:59,E-Wallet,Online,Completed
ORD00373,CUS0056,2025-12-02 02:18:45,E-Wallet,Online,Completed
ORD00374,CUS0448,2025-01-29 16:09:23,Cash,Online,Completed
ORD00375,CUS0278,2025-05-20 04:41:19,E-Wallet,Online,Completed
ORD00376,CUS0267,2025-09-28 05:04:44,E-Wallet,Offline,Completed
ORD00377,CUS0156,2025-02-17 12:28:02,E-Wallet,Online,Completed
ORD00378,CUS0025,2025-06-15 03:34:40,E-Wallet,Online,Completed
ORD00379,CUS0355,2025-08-18 20:47:58,Credit Card,Online,Completed
ORD00380,CUS0190,2025-05-11 08:32:53,Credit Card,Online,Completed
ORD00381,CUS0076,2025-03-29 06:12:37,E-Wallet,Offline,Completed
ORD00382,CUS0394,2025-11-23 20:08:06,E-Wallet,Online,Completed
ORD00383,CUS0149,2025-04-19 01:54:54,Cash,Online,Completed
ORD00384,CUS0329,2025-07-14 21:24:17,Cash,Online,Completed
ORD00385,CUS0347,2025-03-31 06:32:33,Cash,Online,Completed
ORD00386,CUS0146,2025-10-11 22:19:58,E-Wallet,Offline,Completed
ORD00387,CUS0413,2025-10-14 02:55:01,Cash,Offline,Completed
ORD00388,CUS0046,2025-10-08 10:08:27,E-Wallet,Online,Completed
ORD00389,CUS0149,2025-08-28 23:16:30,Credit Card,Offline,Completed
ORD00390,CUS0154,2025-04-11 02:05:33,Credit Card,Offline,Completed
ORD00391,CUS0497,2025-12-07 07:56:57,Cash,Online,Completed
ORD00392,CUS0192,2025-08-17 09:17:54,E-Wallet,Online,Completed
ORD00393,CUS0084,2025-08-21 08:56:42,E-Wallet,Online,Completed
ORD00394,CUS0264,2025-07-30 21:14:29,Cash,Online,Completed
ORD00395,CUS0424,2025-02-07 15:28:13,E-Wallet,Offline,Completed
ORD00396,CUS0472,2025-06-17 02:56:23,Credit Card,Online,Completed
ORD00397,CUS0426,2025-08-05 21:44:01,E-Wallet,Online,Completed
ORD00398,CUS0306,2025-02-08 23:25:17,Credit Card,Offline,Completed
ORD00399,CUS0065,2025-04-13 19:35:49,Credit Card,Online,Completed
ORD00400,CUS0058,2025-11-22 15:16:02,Credit Card,Online,Completed
ORD00401,CUS0342,2025-02-03 18:30:03,Credit Card,Online,Completed
ORD00402,CUS0462,2025-06-29 21:43:29,Credit Card,Online,Completed
ORD00403,CUS0257,2025-05-12 13:10:01,Cash,Online,Completed
ORD00404,CUS0271,2025-11-02 03:31:39,Cash,Online,Completed
ORD00405,CUS0110,2025-05-23 06:01:50,E-Wallet,Offline,Completed
ORD00406,CUS0218,2025-06-28 17:41:55,Cash,Online,Completed
ORD00407,CUS0254,2025-01-08 23:48:57,Cash,Offline,Completed
ORD00408,CUS0500,2025-01-27 18:45:34,Credit Card,Offline,Completed
ORD00409,CUS0203,2025-12-16 03:43:16,Cash,Offline,Completed
ORD00410,CUS0356,2025-01-28 18:40:03,Cash,Online,Completed
ORD00411,CUS0207,2025-09-08 04:34:15,Credit Card,Online,Completed
ORD00412,CUS0487,2025-05-17 14:13:19,E-Wallet,Offline,Completed
ORD00413,CUS0028,2025-04-25 03:28:40,E-Wallet,Online,Completed
ORD00414,CUS0079,2025-11-27 14:55:47,Cash,Offline,Completed
ORD00415,CUS0267,2025-10-22 07:29:04,E-Wallet,Offline,Completed
ORD00416,CUS0415,2025-03-07 10:47:20,Credit Card,Online,Completed
ORD00417,CUS0085,2025-01-04 16:35:08,E-Wallet,Offline,Completed
ORD00418,CUS0244,2025-03-07 00:55:22,Cash,Online,Completed
ORD00419,CUS0498,2025-07-26 11:52:44,Cash,Offline,Completed
ORD00420,CUS0380,2025-08-09 19:44:12,Cash,Online,Completed
ORD00421,CUS0304,2025-01-12 10:45:04,Cash,Online,Completed
ORD00422,CUS0011,2025-12-22 05:36:03,Credit Card,Offline,Completed
ORD00423,CUS0166,2025-12-28 17:18:32,E-Wallet,Online,Completed
ORD00424,CUS0416,2025-06-26 03:26:47,Credit Card,Offline,Completed
ORD00425,CUS0025,2025-08-12 11:56:51,Cash,Offline,Completed
ORD00426,CUS0272,2025-07-18 22:04:24,E-Wallet,Offline,Completed
ORD00427,CUS0222,2025-02-27 15:40:47,Credit Card,Offline,Completed
ORD00428,CUS0110,2025-09-27 23:27:48,E-Wallet,Offline,Completed
ORD00429,CUS0433,2025-12-04 06:37:50,E-Wallet,Offline,Completed
ORD00430,CUS0352,2025-03-12 04:41:46,E-Wallet,Online,Completed
ORD00431,CUS0287,2025-01-11 18:11:40,E-Wallet,Offline,Completed
ORD00432,CUS0015,2025-01-09 09:15:41,E-Wallet,Offline,Completed
ORD00433,CUS0460,2025-07-06 06:36:06,E-Wallet,Online,Completed
ORD00434,CUS0430,2025-02-25 10:53:41,Credit Card,Online,Completed
ORD00435,CUS0062,2025-11-12 13:00:48,E-Wallet,Offline,Completed
ORD00436,CUS0414,2025-02-11 18:47:31,E-Wallet,Offline,Completed
ORD00437,CUS0442,2025-03-20 23:20:35,E-Wallet,Online,Completed
ORD00438,CUS0480,2025-04-30 05:23:13,E-Wallet,Online,Completed
ORD00439,CUS0404,2025-03-21 23:49:59,E-Wallet,Online,Completed
ORD00440,CUS0202,2025-09-22 21:34:14,E-Wallet,Offline,Completed
ORD00441,CUS0441,2025-12-09 02:30:46,E-Wallet,Online,Completed
ORD00442,CUS0212,2025-04-08 09:40:15,Cash,Offline,Completed
ORD00443,CUS0233,2025-06-25 07:02:17,Credit Card,Online,Completed
ORD00444,CUS0322,2025-12-13 23:24:42,E-Wallet,Offline,Completed
ORD00445,CUS0366,2025-05-07 20:57:44,Cash,Online,Completed
ORD00446,CUS0213,2025-07-20 17:52:43,Credit Card,Offline,Completed
ORD00447,CUS0102,2025-04-18 03:11:13,Cash,Offline,Completed
ORD00448,CUS0491,2025-09-29 06:01:07,Credit Card,Offline,Completed
ORD00449,CUS0396,2025-06-30 11:19:25,Cash,Offline,Completed
ORD00450,CUS0422,2025-07-06 14:34:03,Cash,Offline,Completed
ORD00451,CUS0135,2025-05-26 13:53:40,Cash,Online,Completed
ORD00452,CUS0109,2025-03-12 06:31:18,Cash,Offline,Completed
ORD00453,CUS0496,2025-03-04 22:58:27,Credit Card,Online,Completed
ORD00454,CUS0092,2025-09-08 02:08:02,Credit Card,Offline,Completed
ORD00455,CUS0066,2025-11-19 23:34:58,E-Wallet,Offline,Completed
ORD00456,CUS0224,2025-04-13 07:32:20,E-Wallet,Online,Completed
ORD00457,CUS0084,2025-05-23 23:43:38,E-Wallet,Offline,Completed
ORD00458,CUS0183,2025-08-01 10:45:04,E-Wallet,Offline,Completed
ORD00459,CUS0270,2025-10-06 23:41:50,E-Wallet,Online,Completed
ORD00460,CUS0014,2025-04-24 10:00:27,Cash,Offline,Completed
ORD00461,CUS0488,2025-10-17 01:15:12,E-Wallet,Online,Completed
ORD00462,CUS0322,2025-12-14 04:03:55,Cash,Offline,Completed
ORD00463,CUS0487,2025-06-27 13:41:54,E-Wallet,Offline,Completed
ORD00464,CUS0381,2025-11-18 08:38:29,Cash,Online,Completed
ORD00465,CUS0335,2025-06-04 05:46:09,Credit Card,Online,Completed
ORD00466,CUS0244,2025-09-29 22:29:04,Cash,Offline,Completed
ORD00467,CUS0352,2025-10-24 23:38:03,E-Wallet,Online,Completed
ORD00468,CUS0465,2025-08-15 17:45:00,E-Wallet,Offline,Completed
ORD00469,CUS0152,2025-08-10 01:20:05,Cash,Online,Completed
ORD00470,CUS0262,2025-06-06 06:28:41,E-Wallet,Offline,Completed
ORD00471,CUS0417,2025-07-26 10:33:10,E-Wallet,Offline,Completed
ORD00472,CUS0432,2025-05-17 02:55:07,Credit Card,Offline,Completed
ORD00473,CUS0301,2025-08-19 07:15:13,Cash,Offline,Completed
ORD00474,CUS0274,2025-01-24 09:25:47,Credit Card,Online,Completed
ORD00475,CUS0499,2025-03-02 21:05:15,Cash,Offline,Completed
ORD00476,CUS0333,2025-01-13 06:55:38,Cash,Online,Completed
ORD00477,CUS0076,2025-07-06 03:12:47,E-Wallet,Offline,Completed
ORD00478,CUS0379,2025-08-02 14:53:22,E-Wallet,Offline,Completed
ORD00479,CUS0213,2025-04-17 19:47:05,Cash,Offline,Completed
ORD00480,CUS0271,2025-10-28 21:55:57,E-Wallet,Online,Completed
ORD00481,CUS0331,2025-08-23 19:34:33,E-Wallet,Offline,Completed
ORD00482,CUS0309,2025-12-18 07:30:32,Credit Card,Offline,Completed
ORD00483,CUS0433,2025-05-09 05:17:06,Cash,Online,Completed
ORD00484,CUS0103,2025-01-11 21:33:19,Cash,Online,Completed
ORD00485,CUS0424,2025-03-07 11:38:36,Credit Card,Online,Completed
ORD00486,CUS0394,2025-04-28 10:56:33,Cash,Online,Completed
ORD00487,CUS0493,2025-10-15 21:16:14,Credit Card,Online,Completed
ORD00488,CUS0323,2025-05-11 05:15:21,Credit Card,Online,Completed
ORD00489,CUS0420,2025-01-27 10:35:09,Credit Card,Online,Completed
ORD00490,CUS0243,2025-08-28 03:09:19,E-Wallet,Offline,Completed
ORD00491,CUS0341,2025-05-16 09:28:47,Credit Card,Online,Completed
ORD00492,CUS0016,2025-10-11 17:50:20,Credit Card,Offline,Completed
ORD00493,CUS0044,2025-02-14 12:26:39,E-Wallet,Offline,Completed
ORD00494,CUS0410,2025-04-26 23:11:41,E-Wallet,Offline,Completed
ORD00495,CUS0359,2025-01-04 23:13:52,E-Wallet,Offline,Completed
ORD00496,CUS0177,2025-04-30 17:00:10,Credit Card,Offline,Completed
ORD00497,CUS0277,2025-06-19 09:31:48,Credit Card,Offline,Completed
ORD00498,CUS0175,2025-10-17 11:12:41,Credit Card,Online,Completed
ORD00499,CUS0124,2025-11-24 03:25:38,Cash,Offline,Completed
ORD00500,CUS0230,2025-07-24 10:29:31,Cash,Offline,Completed
ORD00501,CUS0413,2025-05-21 08:31:19,E-Wallet,Online,Completed
ORD00502,CUS0127,2025-08-08 01:20:29,E-Wallet,Online,Completed
ORD00503,CUS0211,2025-07-11 22:09:50,Credit Card,Online,Completed
ORD00504,CUS0229,2025-02-07 11:06:38,E-Wallet,Online,Completed
ORD00505,CUS0214,2025-04-12 05:01:53,Credit Card,Online,Completed
ORD00506,CUS0271,2025-08-10 06:39:09,Cash,Online,Completed
ORD00507,CUS0061,2025-11-18 13:02:02,Credit Card,Offline,Completed
ORD00508,CUS0268,2025-11-10 00:11:48,Credit Card,Online,Completed
ORD00509,CUS0458,2025-01-28 05:39:51,E-Wallet,Offline,Completed
ORD00510,CUS0446,2025-11-21 22:18:46,E-Wallet,Online,Completed
ORD00511,CUS0373,2025-06-03 12:24:33,Credit Card,Offline,Completed
ORD00512,CUS0293,2025-10-03 06:10:25,Cash,Offline,Completed
ORD00513,CUS0491,2025-04-26 16:09:17,E-Wallet,Online,Completed
ORD00514,CUS0093,2025-04-27 12:34:50,E-Wallet,Online,Completed
ORD00515,CUS0274,2025-03-13 18:04:07,E-Wallet,Offline,Completed
ORD00516,CUS0093,2025-10-20 04:36:26,Credit Card,Offline,Completed
ORD00517,CUS0046,2025-07-01 12:12:53,E-Wallet,Online,Completed
ORD00518,CUS0133,2025-12-27 10:54:31,Credit Card,Offline,Completed
ORD00519,CUS0253,2025-06-03 07:55:42,Credit Card,Offline,Completed
ORD00520,CUS0454,2025-02-15 04:04:25,E-Wallet,Online,Completed
ORD00521,CUS0065,2025-03-04 07:04:36,Cash,Offline,Completed
ORD00522,CUS0217,2025-04-29 23:34:40,Credit Card,Offline,Completed
ORD00523,CUS0318,2025-05-20 08:38:35,Cash,Offline,Completed
ORD00524,CUS0430,2025-07-29 19:33:04,E-Wallet,Offline,Completed
ORD00525,CUS0036,2025-04-14 18:04:56,Credit Card,Offline,Completed
ORD00526,CUS0485,2025-08-23 07:04:17,Cash,Offline,Completed
ORD00527,CUS0312,2025-11-08 14:54:59,Credit Card,Offline,Completed
ORD00528,CUS0459,2025-12-26 14:46:22,E-Wallet,Offline,Completed
ORD00529,CUS0276,2025-11-28 20:06:52,Cash,Online,Completed
ORD00530,CUS0099,2025-04-14 12:13:11,Credit Card,Offline,Completed
ORD00531,CUS0047,2025-11-03 08:35:31,Cash,Offline,Completed
ORD00532,CUS0361,2025-05-27 14:57:18,Credit Card,Online,Completed
ORD00533,CUS0253,2025-11-23 01:58:00,Cash,Online,Completed
ORD00534,CUS0034,2025-12-01 03:56:57,Cash,Online,Completed
ORD00535,CUS0439,2025-01-15 05:45:16,Cash,Online,Completed
ORD00536,CUS0453,2025-08-23 16:45:36,Credit Card,Offline,Completed
ORD00537,CUS0265,2025-01-26 06:45:04,Cash,Online,Completed
ORD00538,CUS0172,2025-02-04 14:58:00,Cash,Online,Completed
ORD00539,CUS0217,2025-10-20 02:45:21,Credit Card,Online,Completed
ORD00540,CUS0414,2025-09-21 06:20:38,Cash,Online,Completed
ORD00541,CUS0267,2025-04-10 23:32:53,Credit Card,Online,Completed
ORD00542,CUS0066,2025-10-02 08:15:20,E-Wallet,Online,Completed
ORD00543,CUS0034,2025-05-26 17:24:29,Cash,Online,Completed
ORD00544,CUS0196,2025-07-22 13:08:56,Credit Card,Offline,Completed
ORD00545,CUS0481,2025-04-24 23:53:37,E-Wallet,Online,Completed
ORD00546,CUS0065,2025-08-11 21:13:59,E-Wallet,Offline,Completed
ORD00547,CUS0334,2025-05-24 04:06:32,E-Wallet,Offline,Completed
ORD00548,CUS0005,2025-09-11 12:14:52,Credit Card,Online,Completed
ORD00549,CUS0328,2025-06-15 11:13:33,Credit Card,Online,Completed
ORD00550,CUS0172,2025-11-05 22:00:04,E-Wallet,Offline,Completed
ORD00551,CUS0355,2025-12-19 01:02:40,E-Wallet,Online,Completed
ORD00552,CUS0193,2025-02-14 04:39:48,E-Wallet,Online,Completed
ORD00553,CUS0149,2025-05-17 02:26:36,Credit Card,Offline,Completed
ORD00554,CUS0434,2025-08-13 22:38:49,Credit Card,Online,Completed
ORD00555,CUS0347,2025-01-11 15:51:41,E-Wallet,Online,Completed
ORD00556,CUS0415,2025-01-18 09:52:47,Cash,Offline,Completed
ORD00557,CUS0034,2025-01-04 18:49:10,Credit Card,Online,Completed
ORD00558,CUS0307,2025-02-08 06:27:55,Cash,Offline,Completed
ORD00559,CUS0151,2025-04-28 12:29:47,E-Wallet,Online,Completed
ORD00560,CUS0496,2025-09-08 06:51:50,Credit Card,Offline,Completed
ORD00561,CUS0315,2025-06-08 14:07:19,Credit Card,Online,Completed
ORD00562,CUS0490,2025-03-03 22:47:33,E-Wallet,Offline,Completed
ORD00563,CUS0232,2025-03-11 13:58:15,E-Wallet,Online,Completed
ORD00564,CUS0192,2025-11-25 10:17:14,Cash,Offline,Completed
ORD00565,CUS0266,2025-05-15 06:31:53,Credit Card,Offline,Completed
ORD00566,CUS0219,2025-11-25 15:33:53,E-Wallet,Offline,Completed
ORD00567,CUS0043,2025-12-27 04:50:24,Cash,Offline,Completed
ORD00568,CUS0051,2025-12-07 00:23:17,Credit Card,Online,Completed
ORD00569,CUS0438,2025-11-12 22:58:40,Credit Card,Offline,Completed
ORD00570,CUS0444,2025-04-05 12:37:54,Credit Card,Offline,Completed
ORD00571,CUS0283,2025-10-13 17:16:15,Cash,Offline,Completed
ORD00572,CUS0072,2025-02-10 07:58:48,E-Wallet,Online,Completed
ORD00573,CUS0215,2025-12-11 18:15:27,Cash,Offline,Completed
ORD00574,CUS0196,2025-01-28 07:34:06,E-Wallet,Online,Completed
ORD00575,CUS0056,2025-04-30 21:01:04,Cash,Offline,Completed
ORD00576,CUS0467,2025-08-12 00:59:22,E-Wallet,Offline,Completed
ORD00577,CUS0266,2025-10-23 17:52:24,Credit Card,Online,Completed
ORD00578,CUS0067,2025-04-09 05:57:06,E-Wallet,Online,Completed
ORD00579,CUS0127,2025-03-04 00:04:41,Cash,Offline,Completed
ORD00580,CUS0201,2025-02-20 03:30:01,E-Wallet,Online,Completed
ORD00581,CUS0094,2025-06-17 16:37:14,E-Wallet,Online,Completed
ORD00582,CUS0342,2025-02-15 23:15:29,Cash,Online,Completed
ORD00583,CUS0189,2025-11-10 17:30:49,Credit Card,Online,Completed
ORD00584,CUS0237,2025-10-02 02:30:44,E-Wallet,Offline,Completed
ORD00585,CUS0366,2025-11-20 03:48:24,Credit Card,Offline,Completed
ORD00586,CUS0006,2025-12-18 13:32:44,Credit Card,Offline,Completed
ORD00587,CUS0338,2025-05-31 10:32:08,E-Wallet,Online,Completed
ORD00588,CUS0123,2025-06-12 15:04:04,Credit Card,Online,Completed
ORD00589,CUS0173,2025-02-14 13:03:11,Cash,Online,Completed
ORD00590,CUS0426,2025-07-12 01:01:00,Cash,Online,Completed
ORD00591,CUS0320,2025-07-30 08:24:03,Cash,Online,Completed
ORD00592,CUS0034,2025-08-29 16:50:44,Cash,Offline,Completed
ORD00593,CUS0406,2025-12-22 09:23:19,E-Wallet,Online,Completed
ORD00594,CUS0357,2025-04-28 04:13:03,Cash,Offline,Completed
ORD00595,CUS0436,2025-09-24 00:49:58,Credit Card,Offline,Completed
ORD00596,CUS0361,2025-03-24 04:51:19,Credit Card,Online,Completed
ORD00597,CUS0378,2025-04-07 00:39:42,Credit Card,Offline,Completed
ORD00598,CUS0152,2025-04-18 19:54:06,Credit Card,Online,Completed
ORD00599,CUS0330,2025-01-31 03:17:26,Cash,Online,Completed
ORD00600,CUS0411,2025-07-23 07:11:20,Cash,Online,Completed
ORD00601,CUS0304,2025-11-14 17:24:45,Credit Card,Online,Completed
ORD00602,CUS0102,2025-08-29 01:13:26,E-Wallet,Online,Completed
ORD00603,CUS0104,2025-09-25 15:18:13,E-Wallet,Offline,Completed
ORD00604,CUS0086,2025-03-16 22:39:56,E-Wallet,Offline,Completed
ORD00605,CUS0389,2025-01-29 09:33:14,Cash,Offline,Completed
ORD00606,CUS0146,2025-12-20 17:20:27,Cash,Offline,Completed
ORD00607,CUS0497,2025-01-22 22:29:30,E-Wallet,Offline,Completed
ORD00608,CUS0224,2025-01-05 18:41:13,Cash,Offline,Completed
ORD00609,CUS0377,2025-03-20 16:09:34,Credit Card,Online,Completed
ORD00610,CUS0127,2025-10-25 22:30:57,Credit Card,Online,Completed
ORD00611,CUS0470,2025-03-10 09:38:48,E-Wallet,Offline,Completed
ORD00612,CUS0085,2025-02-08 01:12:55,E-Wallet,Offline,Completed
ORD00613,CUS0417,2025-03-17 22:51:59,E-Wallet,Online,Completed
ORD00614,CUS0418,2025-08-03 22:48:35,Credit Card,Offline,Completed
ORD00615,CUS0214,2025-07-12 01:30:12,Cash,Offline,Completed
ORD00616,CUS0096,2025-11-09 11:29:46,Credit Card,Online,Completed
ORD00617,CUS0468,2025-10-04 19:37:22,Cash,Online,Completed
ORD00618,CUS0121,2025-04-24 12:06:25,E-Wallet,Offline,Completed
ORD00619,CUS0490,2025-06-15 06:20:09,Cash,Online,Completed
ORD00620,CUS0004,2025-02-26 01:20:04,Cash,Offline,Completed
ORD00621,CUS0162,2025-07-03 15:24:42,E-Wallet,Online,Completed
ORD00622,CUS0474,2025-11-29 17:47:53,Credit Card,Online,Completed
ORD00623,CUS0359,2025-03-21 15:18:15,E-Wallet,Online,Completed
ORD00624,CUS0185,2025-05-13 08:47:31,Cash,Online,Completed
ORD00625,CUS0338,2025-12-21 22:09:54,Cash,Online,Completed
ORD00626,CUS0155,2025-11-12 21:36:51,Credit Card,Offline,Completed
ORD00627,CUS0015,2025-07-06 21:37:18,E-Wallet,Online,Completed
ORD00628,CUS0252,2025-10-11 22:15:50,Cash,Online,Completed
ORD00629,CUS0381,2025-03-10 09:57:41,Cash,Offline,Completed
ORD00630,CUS0060,2025-04-12 03:11:47,Credit Card,Offline,Completed
ORD00631,CUS0217,2025-03-01 18:25:08,E-Wallet,Offline,Completed
ORD00632,CUS0276,2025-04-22 19:14:03,E-Wallet,Offline,Completed
ORD00633,CUS0308,2025-11-13 14:50:48,Credit Card,Offline,Completed
ORD00634,CUS0353,2025-08-25 00:16:24,E-Wallet,Online,Completed
ORD00635,CUS0479,2025-02-23 14:43:23,Cash,Online,Completed
ORD00636,CUS0373,2025-11-15 22:27:01,E-Wallet,Offline,Completed
ORD00637,CUS0179,2025-09-29 04:32:49,E-Wallet,Offline,Completed
ORD00638,CUS0359,2025-03-29 13:33:13,Credit Card,Offline,Completed
ORD00639,CUS0336,2025-11-22 10:50:26,Cash,Online,Completed
ORD00640,CUS0412,2025-03-10 01:53:31,Cash,Online,Completed
ORD00641,CUS0053,2025-01-11 09:43:46,E-Wallet,Online,Completed
ORD00642,CUS0223,2025-08-29 22:13:54,Cash,Online,Completed
ORD00643,CUS0344,2025-06-14 18:16:15,E-Wallet,Online,Completed
ORD00644,CUS0294,2025-04-07 16:05:44,E-Wallet,Offline,Completed
ORD00645,CUS0248,2025-12-04 09:38:26,E-Wallet,Offline,Completed
ORD00646,CUS0417,2025-01-31 14:24:26,E-Wallet,Online,Completed
ORD00647,CUS0093,2025-06-07 01:21:13,Credit Card,Online,Completed
ORD00648,CUS0064,2025-02-24 19:49:00,E-Wallet,Offline,Completed
ORD00649,CUS0151,2025-07-02 19:08:06,Credit Card,Offline,Completed
ORD00650,CUS0097,2025-07-04 21:14:55,E-Wallet,Online,Completed
ORD00651,CUS0066,2025-01-20 08:22:48,Credit Card,Offline,Completed
ORD00652,CUS0482,2025-04-10 05:20:10,Cash,Online,Completed
ORD00653,CUS0215,2025-02-05 14:29:30,E-Wallet,Online,Completed
ORD00654,CUS0399,2025-08-25 02:21:34,Credit Card,Offline,Completed
ORD00655,CUS0054,2025-09-24 10:45:57,Credit Card,Online,Completed
ORD00656,CUS0051,2025-06-03 19:43:55,Credit Card,Online,Completed
ORD00657,CUS0074,2025-04-18 00:26:07,Cash,Offline,Completed
ORD00658,CUS0235,2025-05-27 13:55:05,E-Wallet,Online,Completed
ORD00659,CUS0440,2025-08-05 05:36:48,E-Wallet,Online,Completed
ORD00660,CUS0493,2025-07-12 18:15:36,Cash,Offline,Completed
ORD00661,CUS0208,2025-06-29 16:13:52,Cash,Online,Completed
ORD00662,CUS0177,2025-06-07 19:37:36,Cash,Online,Completed
ORD00663,CUS0346,2025-09-05 22:37:06,Credit Card,Online,Completed
ORD00664,CUS0488,2025-08-24 06:28:07,E-Wallet,Online,Completed
ORD00665,CUS0248,2025-12-16 01:34:36,E-Wallet,Offline,Completed
ORD00666,CUS0476,2025-03-21 22:14:55,E-Wallet,Online,Completed
ORD00667,CUS0005,2025-01-20 08:12:41,E-Wallet,Online,Completed
ORD00668,CUS0192,2025-01-13 23:46:11,E-Wallet,Offline,Completed
ORD00669,CUS0184,2025-04-07 21:19:59,Credit Card,Online,Completed
ORD00670,CUS0017,2025-01-24 23:14:33,Cash,Online,Completed
ORD00671,CUS0282,2025-02-06 18:36:55,Cash,Offline,Completed
ORD00672,CUS0200,2025-03-24 10:23:54,Credit Card,Online,Completed
ORD00673,CUS0177,2025-08-14 18:14:54,Cash,Online,Completed
ORD00674,CUS0223,2025-09-18 13:25:57,E-Wallet,Offline,Completed
ORD00675,CUS0443,2025-05-23 15:42:32,Cash,Offline,Completed
ORD00676,CUS0258,2025-02-06 20:59:38,Credit Card,Online,Completed
ORD00677,CUS0476,2025-09-25 03:33:47,E-Wallet,Online,Completed
ORD00678,CUS0027,2025-11-17 03:33:13,E-Wallet,Offline,Completed
ORD00679,CUS0057,2025-04-08 15:34:48,E-Wallet,Offline,Completed
ORD00680,CUS0147,2025-03-16 21:02:31,E-Wallet,Offline,Completed
ORD00681,CUS0252,2025-10-14 00:07:00,E-Wallet,Offline,Completed
ORD00682,CUS0415,2025-05-07 12:55:22,Cash,Offline,Completed
ORD00683,CUS0022,2025-04-15 19:54:10,Credit Card,Online,Completed
ORD00684,CUS0023,2025-08-06 01:23:37,Credit Card,Online,Completed
ORD00685,CUS0035,2025-09-25 03:11:43,E-Wallet,Offline,Completed
ORD00686,CUS0496,2025-02-04 07:18:11,E-Wallet,Online,Completed
ORD00687,CUS0498,2025-07-03 04:18:21,Cash,Online,Completed
ORD00688,CUS0140,2025-09-12 23:18:59,Credit Card,Online,Completed
ORD00689,CUS0357,2025-06-23 12:57:38,Cash,Online,Completed
ORD00690,CUS0150,2025-04-22 03:18:43,Cash,Online,Completed
ORD00691,CUS0128,2025-11-27 00:38:58,Cash,Online,Completed
ORD00692,CUS0310,2025-03-28 20:34:47,E-Wallet,Offline,Completed
ORD00693,CUS0136,2025-04-25 16:49:22,E-Wallet,Online,Completed
ORD00694,CUS0498,2025-01-26 06:45:20,Cash,Online,Completed
ORD00695,CUS0485,2025-03-10 04:38:26,Cash,Offline,Completed
ORD00696,CUS0080,2025-11-24 13:15:27,Credit Card,Offline,Completed
ORD00697,CUS0011,2025-02-21 15:03:31,Credit Card,Offline,Completed
ORD00698,CUS0219,2025-01-05 15:15:05,E-Wallet,Online,Completed
ORD00699,CUS0330,2025-06-22 18:06:41,Credit Card,Online,Completed
ORD00700,CUS0406,2025-05-02 14:17:49,Credit Card,Online,Completed
ORD00701,CUS0158,2025-03-06 14:46:17,E-Wallet,Offline,Completed
ORD00702,CUS0011,2025-04-07 00:50:16,Credit Card,Online,Completed
ORD00703,CUS0198,2025-01-29 00:28:17,E-Wallet,Online,Completed
ORD00704,CUS0061,2025-09-05 05:31:00,Credit Card,Offline,Completed
ORD00705,CUS0272,2025-11-07 12:35:28,Cash,Offline,Completed
ORD00706,CUS0419,2025-08-05 05:13:44,E-Wallet,Offline,Completed
ORD00707,CUS0478,2025-12-19 21:54:53,Cash,Offline,Completed
ORD00708,CUS0077,2025-08-01 06:28:32,E-Wallet,Online,Completed
ORD00709,CUS0058,2025-06-27 17:51:10,Cash,Offline,Completed
ORD00710,CUS0247,2025-04-01 02:15:03,Cash,Offline,Completed
ORD00711,CUS0275,2025-02-09 19:35:45,E-Wallet,Online,Completed
ORD00712,CUS0296,2025-10-26 02:08:28,Cash,Online,Completed
ORD00713,CUS0436,2025-07-26 11:38:31,E-Wallet,Online,Completed
ORD00714,CUS0468,2025-12-27 12:14:55,Credit Card,Offline,Completed
ORD00715,CUS0361,2025-11-01 01:41:47,E-Wallet,Online,Completed
ORD00716,CUS0360,2025-07-11 04:45:05,Cash,Online,Completed
ORD00717,CUS0016,2025-03-02 21:34:27,E-Wallet,Online,Completed
ORD00718,CUS0094,2025-02-23 08:32:55,Cash,Offline,Completed
ORD00719,CUS0173,2025-02-04 04:23:55,Cash,Offline,Completed
ORD00720,CUS0452,2025-04-21 21:00:19,Cash,Online,Completed
ORD00721,CUS0449,2025-09-25 23:19:29,Cash,Offline,Completed
ORD00722,CUS0268,2025-06-14 18:03:23,Credit Card,Offline,Completed
ORD00723,CUS0500,2025-09-25 11:20:37,Cash,Online,Completed
ORD00724,CUS0434,2025-12-27 06:49:57,Credit Card,Offline,Completed
ORD00725,CUS0388,2025-04-04 16:07:04,Credit Card,Offline,Completed
ORD00726,CUS0289,2025-06-27 02:00:20,Credit Card,Offline,Completed
ORD00727,CUS0005,2025-05-13 14:25:53,E-Wallet,Offline,Completed
ORD00728,CUS0258,2025-01-05 22:28:09,Cash,Online,Completed
ORD00729,CUS0020,2025-05-09 08:32:38,Credit Card,Offline,Completed
