order_item_id,order_id,product_id,quantity,unit_price_at_buy,unit_cost_at_sale,discount_amount_applied,promo_id
473,ORD00197,PRD0186,3,379.57,301.74,0.0,
474,ORD00197,PRD0096,3,354.73,270.01,30.0,P3
475,ORD00198,PRD0256,2,305.82,214.87,0.0,
476,ORD00198,PRD0359,2,485.84,342.55,0.0,
477,ORD00199,PRD0293,1,199.18,152.65,0.0,
478,ORD00199,PRD0352,1,26.03,19.19,0.0,
479,ORD00200,PRD0439,2,229.96,182.22,0.0,
480,ORD00200,PRD0410,3,87.13,66.37,0.0,
481,ORD00200,PRD0413,1,379.92,270.27,0.0,
482,ORD00200,PRD0256,1,305.82,214.87,0.0,
483,ORD00201,PRD0129,3,492.28,350.29,0.0,
484,ORD00201,PRD0025,2,439.42,321.42,0.0,
485,ORD00201,PRD0084,1,207.85,165.07,0.0,
486,ORD00202,PRD0231,3,65.9,46.56,0.0,
487,ORD00203,PRD0177,1,271.72,214.85,54.34,P2
488,ORD00203,PRD0445,3,28.43,20.95,0.0,
489,ORD00203,PRD0102,3,257.65,186.83,463.77,P1
490,ORD00204,PRD0345,3,328.13,233.52,0.0,
491,ORD00204,PRD0378,2,82.68,58.92,0.0,
492,ORD00204,PRD0196,3,59.93,46.58,0.0,
493,ORD00205,PRD0216,3,160.04,121.34,0.0,
494,ORD00205,PRD0208,1,24.06,18.89,14.44,P1
495,ORD00205,PRD0161,2,385.25,289.76,0.0,
496,ORD00206,PRD0139,2,288.86,213.93,0.0,
497,ORD00206,PRD0481,2,391.28,293.57,0.0,
498,ORD00206,PRD0267,2,168.4,134.22,0.0,
499,ORD00206,PRD0095,1,149.64,111.3,89.78,P1
500,ORD00207,PRD0204,1,389.57,290.81,0.0,
501,ORD00207,PRD0480,2,492.38,367.4,0.0,
502,ORD00208,PRD0054,2,224.67,168.9,0.0,
503,ORD00209,PRD0127,3,28.75,21.84,0.0,
504,ORD00209,PRD0321,1,20.75,16.25,12.45,P1
505,ORD00210,PRD0441,2,433.48,330.62,0.0,
506,ORD00210,PRD0240,3,474.32,341.88,0.0,
507,ORD00210,PRD0281,2,80.87,58.15,0.0,
508,ORD00211,PRD0324,3,390.11,282.05,0.0,
509,ORD00211,PRD0289,2,194.83,154.56,0.0,
510,ORD00211,PRD0328,3,161.38,120.08,0.0,
511,ORD00211,PRD0178,2,286.55,201.36,0.0,
512,ORD00212,PRD0188,2,71.85,55.11,0.0,
513,ORD00212,PRD0156,1,494.07,375.27,0.0,
514,ORD00212,PRD0418,1,386.0,299.7,10.0,P3
515,ORD00213,PRD0485,2,358.59,269.51,0.0,
516,ORD00213,PRD0393,2,435.37,336.15,0.0,
517,ORD00213,PRD0306,1,489.39,379.78,0.0,
518,ORD00213,PRD0281,2,80.87,58.15,0.0,
519,ORD00214,PRD0084,3,207.85,165.07,0.0,
520,ORD00214,PRD0200,2,16.2,12.02,0.0,
521,ORD00215,PRD0265,3,334.67,247.67,0.0,
522,ORD00215,PRD0351,2,311.67,247.44,0.0,
523,ORD00216,PRD0437,1,96.8,75.24,0.0,
524,ORD00216,PRD0149,1,213.08,162.58,0.0,
525,ORD00217,PRD0097,2,13.83,10.81,0.0,
526,ORD00217,PRD0026,3,203.86,161.35,0.0,
527,ORD00217,PRD0498,1,268.61,191.01,0.0,
528,ORD00217,PRD0065,3,39.7,30.68,0.0,
529,ORD00218,PRD0008,2,352.09,258.44,0.0,
530,ORD00218,PRD0216,2,160.04,121.34,0.0,
531,ORD00219,PRD0170,1,243.72,193.58,0.0,
532,ORD00220,PRD0398,2,120.82,89.76,0.0,
533,ORD00220,PRD0241,1,139.68,98.91,0.0,
534,ORD00220,PRD0431,2,436.56,338.15,0.0,
535,ORD00221,PRD0198,2,393.49,289.11,0.0,
536,ORD00221,PRD0018,1,321.49,236.77,0.0,
537,ORD00222,PRD0243,2,210.17,161.61,0.0,
538,ORD00222,PRD0160,2,230.53,178.7,0.0,
539,ORD00223,PRD0130,2,103.14,72.66,0.0,
540,ORD00224,PRD0499,1,126.44,90.05,0.0,
541,ORD00224,PRD0223,2,302.43,241.35,0.0,
542,ORD00225,PRD0203,1,483.08,351.2,0.0,
543,ORD00226,PRD0191,1,482.23,372.2,0.0,
544,ORD00226,PRD0256,1,305.82,214.87,0.0,
545,ORD00227,PRD0331,1,74.76,56.36,0.0,
546,ORD00227,PRD0406,1,54.96,41.39,0.0,
547,ORD00227,PRD0120,2,118.99,93.01,0.0,
548,ORD00228,PRD0011,3,305.83,238.77,0.0,
549,ORD00228,PRD0371,1,391.23,293.94,0.0,
550,ORD00229,PRD0287,2,433.98,323.17,173.59,P2
551,ORD00229,PRD0098,3,466.56,331.42,839.81,P1
552,ORD00229,PRD0375,2,39.8,29.77,15.92,P2
553,ORD00229,PRD0036,3,344.04,259.3,206.42,P2
554,ORD00230,PRD0233,1,84.35,65.89,0.0,
555,ORD00230,PRD0260,2,240.55,184.06,0.0,
556,ORD00230,PRD0453,1,29.18,22.49,0.0,
557,ORD00231,PRD0338,3,54.25,40.12,0.0,
558,ORD00232,PRD0314,2,235.19,180.32,0.0,
559,ORD00232,PRD0329,2,188.78,134.63,0.0,
560,ORD00233,PRD0092,1,498.09,352.31,0.0,
561,ORD00233,PRD0249,1,455.12,356.21,10.0,P3
562,ORD00234,PRD0026,2,203.86,161.35,0.0,
563,ORD00234,PRD0368,1,298.54,209.45,0.0,
564,ORD00234,PRD0472,1,28.5,20.91,0.0,
565,ORD00235,PRD0185,3,119.87,84.73,0.0,
566,ORD00236,PRD0422,3,45.32,35.63,0.0,
567,ORD00237,PRD0484,1,438.32,331.13,87.66,P2
568,ORD00238,PRD0098,1,466.56,331.42,0.0,
569,ORD00238,PRD0128,3,366.99,268.4,0.0,
570,ORD00238,PRD0092,3,498.09,352.31,0.0,
571,ORD00238,PRD0213,3,282.04,204.21,0.0,
572,ORD00239,PRD0360,3,129.35,92.17,232.83,P1
573,ORD00239,PRD0406,1,54.96,41.39,10.99,P2
574,ORD00239,PRD0337,1,483.96,377.71,96.79,P2
575,ORD00239,PRD0478,2,124.66,90.24,0.0,
576,ORD00240,PRD0392,3,211.3,166.37,0.0,
577,ORD00240,PRD0372,2,231.48,167.16,0.0,
578,ORD00240,PRD0289,3,194.83,154.56,0.0,
579,ORD00240,PRD0393,3,435.37,336.15,0.0,
580,ORD00241,PRD0492,2,23.81,18.88,0.0,
581,ORD00241,PRD0018,2,321.49,236.77,0.0,
582,ORD00241,PRD0266,1,27.98,19.83,0.0,
583,ORD00241,PRD0155,1,233.67,182.3,0.0,
584,ORD00242,PRD0396,3,119.88,85.21,0.0,
585,ORD00243,PRD0236,2,120.59,90.71,0.0,
586,ORD00244,PRD0120,2,118.99,93.01,0.0,
587,ORD00244,PRD0048,3,409.85,326.98,0.0,
588,ORD00245,PRD0371,2,391.23,293.94,0.0,
589,ORD00246,PRD0305,3,498.74,386.36,0.0,
590,ORD00247,PRD0472,2,28.5,20.91,0.0,
591,ORD00248,PRD0446,1,47.6,37.43,0.0,
592,ORD00249,PRD0028,2,274.1,212.35,0.0,
593,ORD00249,PRD0164,3,49.48,35.38,0.0,
594,ORD00249,PRD0168,3,200.84,156.05,0.0,
595,ORD00249,PRD0079,1,370.51,261.62,0.0,
596,ORD00250,PRD0114,2,377.24,298.99,0.0,
597,ORD00251,PRD0043,2,477.21,378.07,0.0,
598,ORD00251,PRD0026,3,203.86,161.35,0.0,
599,ORD00251,PRD0044,2,303.48,227.26,0.0,
600,ORD00252,PRD0287,1,433.98,323.17,86.8,P2
601,ORD00252,PRD0288,3,179.11,135.26,107.47,P2
602,ORD00252,PRD0125,1,172.26,121.06,34.45,P2
603,ORD00252,PRD0166,3,213.29,156.36,127.97,P2
604,ORD00253,PRD0179,1,76.49,57.07,0.0,
605,ORD00253,PRD0305,3,498.74,386.36,897.73,P1
606,ORD00253,PRD0180,3,137.48,100.74,0.0,
607,ORD00254,PRD0226,1,32.3,22.79,0.0,
608,ORD00254,PRD0120,1,118.99,93.01,0.0,
609,ORD00255,PRD0125,3,172.26,121.06,0.0,
610,ORD00256,PRD0356,1,205.09,147.46,0.0,
611,ORD00256,PRD0242,1,95.17,67.33,0.0,
612,ORD00256,PRD0379,3,320.21,241.71,0.0,
613,ORD00257,PRD0319,3,428.13,304.26,0.0,
614,ORD00257,PRD0356,3,205.09,147.46,0.0,
615,ORD00257,PRD0193,3,465.15,352.39,0.0,
616,ORD00257,PRD0270,1,36.56,27.49,0.0,
617,ORD00258,PRD0028,2,274.1,212.35,0.0,
618,ORD00258,PRD0005,1,23.0,16.56,0.0,
619,ORD00258,PRD0139,3,288.86,213.93,0.0,
620,ORD00259,PRD0150,3,361.99,267.29,0.0,
621,ORD00260,PRD0444,3,258.6,189.05,0.0,
622,ORD00260,PRD0096,1,354.73,270.01,0.0,
623,ORD00260,PRD0235,3,384.58,292.52,0.0,
624,ORD00260,PRD0012,1,272.75,217.47,0.0,
625,ORD00261,PRD0202,3,356.58,265.13,0.0,
626,ORD00261,PRD0178,3,286.55,201.36,0.0,
627,ORD00261,PRD0321,2,20.75,16.25,0.0,
628,ORD00261,PRD0257,2,481.34,377.18,0.0,
629,ORD00262,PRD0484,3,438.32,331.13,0.0,
630,ORD00263,PRD0337,1,483.96,377.71,0.0,
631,ORD00263,PRD0196,3,59.93,46.58,0.0,
632,ORD00263,PRD0314,3,235.19,180.32,0.0,
633,ORD00263,PRD0214,1,326.49,244.57,0.0,
634,ORD00264,PRD0230,3,483.09,350.36,0.0,
635,ORD00264,PRD0335,1,404.07,301.77,0.0,
636,ORD00264,PRD0351,1,311.67,247.44,0.0,
637,ORD00265,PRD0336,3,78.97,62.91,0.0,
638,ORD00265,PRD0163,1,124.9,91.62,0.0,
639,ORD00266,PRD0430,1,298.55,224.63,0.0,
640,ORD00266,PRD0392,2,211.3,166.37,0.0,
641,ORD00266,PRD0212,2,51.95,40.11,0.0,
642,ORD00267,PRD0055,1,131.47,92.87,0.0,
643,ORD00267,PRD0391,3,478.75,362.02,0.0,
644,ORD00268,PRD0119,3,197.45,138.98,0.0,
645,ORD00268,PRD0041,3,422.42,317.14,0.0,
646,ORD00269,PRD0095,2,149.64,111.3,0.0,
647,ORD00269,PRD0071,1,484.81,384.28,0.0,
648,ORD00269,PRD0017,2,434.58,320.73,0.0,
649,ORD00270,PRD0381,3,232.32,176.69,0.0,
650,ORD00270,PRD0388,1,42.9,33.6,0.0,
651,ORD00271,PRD0353,2,227.9,164.91,0.0,
652,ORD00271,PRD0455,1,192.7,140.34,0.0,
653,ORD00271,PRD0398,1,120.82,89.76,0.0,
654,ORD00271,PRD0423,2,223.75,166.91,0.0,
655,ORD00272,PRD0232,2,46.3,35.32,0.0,
656,ORD00273,PRD0377,1,46.01,32.58,0.0,
657,ORD00273,PRD0265,3,334.67,247.67,0.0,
658,ORD00273,PRD0098,2,466.56,331.42,0.0,
659,ORD00273,PRD0453,2,29.18,22.49,0.0,
660,ORD00274,PRD0151,3,129.55,99.18,0.0,
661,ORD00274,PRD0354,3,58.68,45.1,0.0,
662,ORD00274,PRD0238,3,495.12,361.7,0.0,
663,ORD00274,PRD0370,3,65.69,46.4,0.0,
664,ORD00275,PRD0166,2,213.29,156.36,0.0,
665,ORD00275,PRD0233,3,84.35,65.89,0.0,
666,ORD00275,PRD0459,1,149.23,115.26,0.0,
667,ORD00275,PRD0047,2,474.01,335.87,0.0,
668,ORD00276,PRD0047,1,474.01,335.87,0.0,
669,ORD00277,PRD0373,3,31.25,24.32,18.75,P2
670,ORD00277,PRD0194,3,204.36,157.66,122.62,P2
671,ORD00277,PRD0468,2,476.07,349.52,190.43,P2
672,ORD00277,PRD0084,1,207.85,165.07,41.57,P2
673,ORD00278,PRD0148,3,309.52,240.45,185.71,P2
674,ORD00278,PRD0492,1,23.81,18.88,4.76,P2
675,ORD00278,PRD0007,2,406.62,284.9,487.94,P1
676,ORD00278,PRD0414,1,64.34,49.4,12.87,P2
677,ORD00279,PRD0233,2,84.35,65.89,0.0,
678,ORD00279,PRD0308,3,32.54,25.37,0.0,
679,ORD00279,PRD0452,3,491.37,348.1,884.47,P1
680,ORD00279,PRD0420,1,96.09,70.92,0.0,
681,ORD00280,PRD0019,1,184.08,141.19,0.0,
682,ORD00280,PRD0342,3,313.58,249.08,0.0,
683,ORD00280,PRD0153,2,391.43,282.57,0.0,
684,ORD00281,PRD0083,3,43.58,30.8,0.0,
685,ORD00281,PRD0339,3,272.92,203.46,0.0,
686,ORD00282,PRD0477,1,485.1,369.19,10.0,P3
687,ORD00282,PRD0166,2,213.29,156.36,0.0,
688,ORD00282,PRD0420,1,96.09,70.92,0.0,
689,ORD00283,PRD0069,1,405.93,318.9,0.0,
690,ORD00283,PRD0141,2,307.26,224.98,0.0,
691,ORD00283,PRD0269,1,332.25,250.6,0.0,
692,ORD00283,PRD0314,1,235.19,180.32,141.11,P1
693,ORD00284,PRD0219,3,160.25,115.87,0.0,
694,ORD00284,PRD0133,3,188.47,133.25,0.0,
695,ORD00284,PRD0320,2,290.24,219.85,0.0,
696,ORD00285,PRD0253,1,352.87,280.27,0.0,
697,ORD00285,PRD0120,3,118.99,93.01,0.0,
698,ORD00285,PRD0100,1,86.17,62.75,0.0,
699,ORD00285,PRD0239,3,39.51,31.45,0.0,
700,ORD00286,PRD0212,1,51.95,40.11,0.0,
701,ORD00286,PRD0287,3,433.98,323.17,0.0,
702,ORD00286,PRD0328,1,161.38,120.08,0.0,
703,ORD00286,PRD0131,1,10.83,8.58,0.0,
704,ORD00287,PRD0352,2,26.03,19.19,0.0,
705,ORD00288,PRD0170,2,243.72,193.58,0.0,
706,ORD00288,PRD0246,2,462.72,360.36,0.0,
707,ORD00289,PRD0322,2,144.5,109.33,0.0,
708,ORD00289,PRD0275,2,357.79,261.57,0.0,
709,ORD00290,PRD0428,3,417.69,330.8,0.0,
710,ORD00291,PRD0107,3,64.82,51.5,0.0,
711,ORD00292,PRD0144,1,332.84,242.43,0.0,
712,ORD00292,PRD0193,3,465.15,352.39,0.0,
713,ORD00293,PRD0443,2,400.2,303.81,480.24,P1
714,ORD00294,PRD0255,1,29.53,21.95,0.0,
715,ORD00295,PRD0090,1,234.04,185.57,0.0,
716,ORD00295,PRD0020,1,308.47,221.21,0.0,
717,ORD00295,PRD0228,3,60.27,42.26,0.0,
718,ORD00296,PRD0473,2,74.21,54.74,0.0,
719,ORD00296,PRD0269,2,332.25,250.6,0.0,
720,ORD00296,PRD0074,1,195.7,156.27,0.0,
721,ORD00297,PRD0236,2,120.59,90.71,0.0,
722,ORD00298,PRD0478,1,124.66,90.24,0.0,
723,ORD00298,PRD0305,1,498.74,386.36,299.24,P1
724,ORD00298,PRD0053,3,359.34,265.88,0.0,
725,ORD00299,PRD0328,1,161.38,120.08,0.0,
726,ORD00299,PRD0099,2,139.59,110.13,0.0,
727,ORD00299,PRD0164,2,49.48,35.38,0.0,
728,ORD00300,PRD0059,1,44.72,32.37,0.0,
729,ORD00300,PRD0287,3,433.98,323.17,0.0,
730,ORD00300,PRD0278,2,254.2,196.16,0.0,
731,ORD00301,PRD0294,1,252.71,177.83,0.0,
732,ORD00301,PRD0160,3,230.53,178.7,0.0,
733,ORD00301,PRD0277,2,236.11,168.05,0.0,
734,ORD00302,PRD0055,2,131.47,92.87,0.0,
735,ORD00303,PRD0316,2,46.19,36.7,0.0,
736,ORD00303,PRD0419,1,170.78,119.68,0.0,
737,ORD00303,PRD0344,3,321.35,239.86,0.0,
738,ORD00303,PRD0473,2,74.21,54.74,0.0,
739,ORD00304,PRD0159,3,449.63,348.18,0.0,
740,ORD00304,PRD0393,2,435.37,336.15,0.0,
741,ORD00304,PRD0486,1,149.68,116.2,0.0,
742,ORD00304,PRD0459,3,149.23,115.26,0.0,
743,ORD00305,PRD0404,2,436.23,330.07,0.0,
744,ORD00305,PRD0016,1,388.8,310.47,0.0,
745,ORD00305,PRD0180,2,137.48,100.74,0.0,
746,ORD00306,PRD0261,1,98.93,75.04,0.0,
747,ORD00306,PRD0366,1,63.86,50.24,0.0,
748,ORD00307,PRD0206,3,146.67,109.28,0.0,
749,ORD00307,PRD0318,1,233.85,170.76,0.0,
750,ORD00307,PRD0499,2,126.44,90.05,0.0,
751,ORD00307,PRD0175,1,337.75,263.38,0.0,
752,ORD00308,PRD0279,3,355.65,263.73,0.0,
753,ORD00308,PRD0340,3,296.43,231.88,533.57,P1
754,ORD00308,PRD0059,3,44.72,32.37,0.0,
755,ORD00309,PRD0158,2,219.1,173.24,0.0,
756,ORD00309,PRD0056,3,298.27,215.65,0.0,
757,ORD00310,PRD0331,3,74.76,56.36,0.0,
758,ORD00310,PRD0112,1,336.8,247.67,0.0,
759,ORD00310,PRD0463,3,73.19,56.42,0.0,
760,ORD00310,PRD0388,1,42.9,33.6,0.0,
761,ORD00311,PRD0101,1,361.63,260.5,0.0,
762,ORD00311,PRD0163,2,124.9,91.62,0.0,
763,ORD00311,PRD0468,3,476.07,349.52,0.0,
764,ORD00311,PRD0483,2,77.82,56.42,0.0,
765,ORD00312,PRD0314,3,235.19,180.32,0.0,
766,ORD00313,PRD0462,3,484.17,372.74,0.0,
767,ORD00313,PRD0001,3,22.26,16.19,0.0,
768,ORD00313,PRD0184,1,377.02,265.88,0.0,
769,ORD00314,PRD0360,3,129.35,92.17,0.0,
770,ORD00314,PRD0163,3,124.9,91.62,0.0,
771,ORD00314,PRD0196,2,59.93,46.58,0.0,
772,ORD00314,PRD0340,1,296.43,231.88,0.0,
773,ORD00315,PRD0079,2,370.51,261.62,0.0,
774,ORD00315,PRD0344,1,321.35,239.86,0.0,
775,ORD00315,PRD0037,3,386.61,283.78,695.9,P1
776,ORD00315,PRD0250,3,39.22,30.56,0.0,
777,ORD00316,PRD0441,2,433.48,330.62,0.0,
778,ORD00316,PRD0357,3,475.02,371.66,0.0,
779,ORD00316,PRD0320,1,290.24,219.85,0.0,
780,ORD00316,PRD0218,3,172.09,132.56,0.0,
781,ORD00317,PRD0218,3,172.09,132.56,0.0,
782,ORD00317,PRD0256,3,305.82,214.87,0.0,
783,ORD00318,PRD0018,1,321.49,236.77,0.0,
784,ORD00318,PRD0361,2,110.55,86.56,0.0,
785,ORD00318,PRD0247,3,333.98,264.97,0.0,
786,ORD00319,PRD0268,3,433.81,339.45,0.0,
787,ORD00320,PRD0314,1,235.19,180.32,0.0,
788,ORD00320,PRD0274,1,24.15,18.43,0.0,
789,ORD00320,PRD0263,2,173.32,132.94,0.0,
790,ORD00321,PRD0149,1,213.08,162.58,0.0,
791,ORD00321,PRD0473,3,74.21,54.74,0.0,
792,ORD00321,PRD0373,3,31.25,24.32,0.0,
793,ORD00322,PRD0294,1,252.71,177.83,0.0,
794,ORD00322,PRD0150,3,361.99,267.29,0.0,
795,ORD00323,PRD0259,1,292.36,226.96,0.0,
796,ORD00323,PRD0143,2,398.93,317.54,0.0,
797,ORD00324,PRD0380,1,196.64,149.4,0.0,
798,ORD00325,PRD0190,1,385.78,276.52,231.47,P1
799,ORD00325,PRD0249,1,455.12,356.21,0.0,
800,ORD00325,PRD0442,1,225.48,168.41,0.0,
801,ORD00325,PRD0044,1,303.48,227.26,0.0,
802,ORD00326,PRD0395,2,258.63,185.04,0.0,
803,ORD00326,PRD0226,3,32.3,22.79,0.0,
804,ORD00326,PRD0108,3,277.34,217.28,0.0,
805,ORD00326,PRD0177,1,271.72,214.85,0.0,
806,ORD00327,PRD0238,2,495.12,361.7,198.05,P2
807,ORD00327,PRD0383,3,363.21,262.06,217.93,P2
808,ORD00328,PRD0007,2,406.62,284.9,0.0,
809,ORD00328,PRD0230,2,483.09,350.36,0.0,
810,ORD00328,PRD0493,3,397.78,283.92,0.0,
811,ORD00328,PRD0022,1,117.61,86.14,0.0,
812,ORD00329,PRD0172,2,273.73,211.72,109.49,P2
813,ORD00329,PRD0131,3,10.83,8.58,6.5,P2
814,ORD00329,PRD0396,3,119.88,85.21,71.93,P2
815,ORD00330,PRD0161,3,385.25,289.76,693.45,P1
816,ORD00330,PRD0035,1,431.78,302.74,0.0,
817,ORD00331,PRD0180,1,137.48,100.74,27.5,P2
818,ORD00331,PRD0099,1,139.59,110.13,27.92,P2
819,ORD00331,PRD0030,3,498.69,355.98,299.21,P2
820,ORD00331,PRD0487,3,230.17,172.93,414.31,P1
821,ORD00332,PRD0193,3,465.15,352.39,0.0,
822,ORD00332,PRD0332,3,270.12,213.76,0.0,
823,ORD00333,PRD0130,2,103.14,72.66,0.0,
824,ORD00333,PRD0480,1,492.38,367.4,0.0,
825,ORD00334,PRD0132,1,346.56,275.18,0.0,
826,ORD00334,PRD0142,1,226.66,163.51,0.0,
827,ORD00334,PRD0171,1,379.2,297.8,0.0,
828,ORD00335,PRD0036,2,344.04,259.3,0.0,
829,ORD00335,PRD0103,3,55.23,41.0,0.0,
830,ORD00335,PRD0331,2,74.76,56.36,0.0,
831,ORD00335,PRD0277,2,236.11,168.05,0.0,
832,ORD00336,PRD0053,1,359.34,265.88,0.0,
833,ORD00336,PRD0293,3,199.18,152.65,0.0,
834,ORD00336,PRD0229,1,240.0,178.57,0.0,
835,ORD00337,PRD0137,1,281.66,202.57,0.0,
836,ORD00337,PRD0464,2,161.7,119.28,0.0,
837,ORD00337,PRD0264,3,171.6,132.02,0.0,
838,ORD00337,PRD0252,2,225.19,168.19,0.0,
839,ORD00338,PRD0002,2,78.37,55.66,0.0,
840,ORD00338,PRD0419,2,170.78,119.68,204.94,P1
841,ORD00339,PRD0206,1,146.67,109.28,0.0,
842,ORD00339,PRD0491,3,199.22,141.08,0.0,
843,ORD00339,PRD0274,2,24.15,18.43,0.0,
844,ORD00340,PRD0091,3,14.56,11.1,0.0,
845,ORD00340,PRD0197,3,404.71,315.52,0.0,
846,ORD00341,PRD0250,1,39.22,30.56,0.0,
847,ORD00341,PRD0225,3,16.93,12.76,30.47,P1
848,ORD00341,PRD0013,3,48.61,35.45,0.0,
849,ORD00342,PRD0406,3,54.96,41.39,0.0,
850,ORD00343,PRD0174,1,223.56,157.14,0.0,
851,ORD00344,PRD0109,3,280.74,208.58,0.0,
852,ORD00345,PRD0474,1,98.61,75.86,0.0,
853,ORD00345,PRD0073,2,433.68,342.71,0.0,
854,ORD00346,PRD0008,1,352.09,258.44,0.0,
855,ORD00346,PRD0464,2,161.7,119.28,0.0,
856,ORD00347,PRD0428,3,417.69,330.8,0.0,
857,ORD00347,PRD0419,1,170.78,119.68,102.47,P1
858,ORD00348,PRD0219,2,160.25,115.87,64.1,P2
859,ORD00348,PRD0167,1,213.73,154.03,42.75,P2
860,ORD00349,PRD0172,1,273.73,211.72,0.0,
861,ORD00349,PRD0073,2,433.68,342.71,20.0,P3
862,ORD00350,PRD0474,3,98.61,75.86,0.0,
863,ORD00350,PRD0052,3,465.17,360.75,0.0,
864,ORD00351,PRD0042,1,84.89,65.9,0.0,
865,ORD00351,PRD0475,1,406.43,291.23,0.0,
866,ORD00351,PRD0304,2,125.04,96.09,0.0,
867,ORD00351,PRD0414,2,64.34,49.4,0.0,
868,ORD00352,PRD0268,2,433.81,339.45,0.0,
869,ORD00352,PRD0481,1,391.28,293.57,0.0,
870,ORD00352,PRD0020,3,308.47,221.21,0.0,
871,ORD00353,PRD0179,2,76.49,57.07,0.0,
872,ORD00353,PRD0121,1,181.33,141.81,0.0,
873,ORD00353,PRD0272,1,109.74,82.85,0.0,
874,ORD00354,PRD0142,1,226.66,163.51,0.0,
875,ORD00354,PRD0408,1,162.7,119.17,0.0,
876,ORD00355,PRD0082,3,480.78,340.4,0.0,
877,ORD00355,PRD0028,3,274.1,212.35,0.0,
878,ORD00356,PRD0316,2,46.19,36.7,0.0,
879,ORD00356,PRD0380,1,196.64,149.4,0.0,
880,ORD00356,PRD0091,1,14.56,11.1,0.0,
881,ORD00357,PRD0370,2,65.69,46.4,0.0,
882,ORD00357,PRD0167,2,213.73,154.03,0.0,
883,ORD00358,PRD0167,1,213.73,154.03,0.0,
884,ORD00359,PRD0457,1,396.72,303.38,0.0,
885,ORD00359,PRD0300,2,175.9,135.31,211.08,P1
886,ORD00359,PRD0111,3,450.47,324.79,0.0,
887,ORD00359,PRD0199,2,334.15,236.21,0.0,
888,ORD00360,PRD0500,2,215.71,168.12,86.28,P2
889,ORD00360,PRD0017,3,434.58,320.73,260.75,P2
890,ORD00360,PRD0070,1,34.79,27.83,10.0,P3
891,ORD00361,PRD0454,2,266.79,203.02,106.72,P2
892,ORD00361,PRD0296,3,438.35,326.15,263.01,P2
893,ORD00362,PRD0429,2,223.99,159.16,0.0,
894,ORD00362,PRD0374,2,157.8,120.61,0.0,
895,ORD00362,PRD0127,1,28.75,21.84,0.0,
896,ORD00362,PRD0297,1,456.12,319.98,0.0,
897,ORD00363,PRD0214,1,326.49,244.57,0.0,
898,ORD00364,PRD0246,3,462.72,360.36,0.0,
899,ORD00364,PRD0232,2,46.3,35.32,0.0,
900,ORD00364,PRD0286,1,420.36,318.63,0.0,
901,ORD00364,PRD0209,1,248.9,183.06,0.0,
902,ORD00365,PRD0009,2,115.5,89.67,0.0,
903,ORD00366,PRD0500,2,215.71,168.12,0.0,
904,ORD00367,PRD0321,2,20.75,16.25,0.0,
905,ORD00367,PRD0001,3,22.26,16.19,0.0,
906,ORD00367,PRD0458,3,171.55,129.66,0.0,
907,ORD00368,PRD0358,3,334.76,255.81,0.0,
908,ORD00368,PRD0407,1,215.72,158.36,0.0,
909,ORD00368,PRD0042,3,84.89,65.9,0.0,
910,ORD00369,PRD0455,1,192.7,140.34,115.62,P1
911,ORD00369,PRD0317,1,156.59,124.68,0.0,
912,ORD00369,PRD0090,3,234.04,185.57,0.0,
913,ORD00370,PRD0123,3,170.85,134.36,30.0,P3
914,ORD00370,PRD0378,3,82.68,58.92,0.0,
915,ORD00370,PRD0360,1,129.35,92.17,0.0,
916,ORD00371,PRD0460,2,437.91,321.14,0.0,
917,ORD00371,PRD0217,2,281.2,206.51,20.0,P3
918,ORD00371,PRD0177,2,271.72,214.85,0.0,
919,ORD00372,PRD0232,3,46.3,35.32,27.78,P2
920,ORD00372,PRD0097,2,13.83,10.81,5.53,P2
921,ORD00372,PRD0460,1,437.91,321.14,87.58,P2
922,ORD00373,PRD0357,1,475.02,371.66,0.0,
923,ORD00374,PRD0151,2,129.55,99.18,0.0,
924,ORD00375,PRD0216,2,160.04,121.34,0.0,
925,ORD00375,PRD0011,2,305.83,238.77,367.0,P1
926,ORD00375,PRD0411,1,143.33,109.82,0.0,
927,ORD00376,PRD0336,3,78.97,62.91,0.0,
928,ORD00376,PRD0249,3,455.12,356.21,0.0,
929,ORD00376,PRD0272,3,109.74,82.85,0.0,
930,ORD00377,PRD0405,2,44.1,34.14,0.0,
931,ORD00377,PRD0191,2,482.23,372.2,0.0,
932,ORD00378,PRD0234,1,51.74,37.5,0.0,
933,ORD00378,PRD0083,3,43.58,30.8,0.0,
934,ORD00378,PRD0094,1,441.62,347.96,0.0,
935,ORD00379,PRD0060,1,114.98,82.01,0.0,
936,ORD00379,PRD0295,1,483.02,354.15,0.0,
937,ORD00380,PRD0341,2,63.09,45.64,0.0,
938,ORD00381,PRD0274,2,24.15,18.43,0.0,
939,ORD00381,PRD0013,2,48.61,35.45,0.0,
940,ORD00382,PRD0080,1,38.01,28.83,0.0,
941,ORD00382,PRD0280,3,490.32,355.17,0.0,
942,ORD00382,PRD0362,2,111.51,80.47,0.0,
943,ORD00383,PRD0174,3,223.56,157.14,402.41,P1
944,ORD00383,PRD0021,1,90.07,66.47,0.0,
945,ORD00383,PRD0060,2,114.98,82.01,20.0,P3
946,ORD00383,PRD0229,2,240.0,178.57,288.0,P1
947,ORD00384,PRD0401,2,465.25,364.27,0.0,
948,ORD00384,PRD0043,3,477.21,378.07,0.0,
